No.,SMILES,HDAC6 activity,Applicability domain (AD),"Experimental value, pIC50",Standard deviation,Chemble ID
8618,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Inactive,Inside AD,-,-,-
8619,Cc1c(NC(c2nnc(-c3ccc(C#N)cc3)o2)C(C)O)ccc(C#N)c1Cl,unreliable prediction,Outside AD,-,-,-
8620,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1,unreliable prediction,Outside AD,-,-,-
8621,CC1(CCc2ccccc2)Nc2[nH]c(N)nc(=O)c2N=C1CO,unreliable prediction,Outside AD,-,-,-
8622,CCc1c(C)[nH]c(=O)c(I)c1Oc1cccc(C=CC#N)c1,unreliable prediction,Outside AD,-,-,-
8623,C=C(C)C1CC=C(C)CC1,unreliable prediction,Outside AD,-,-,-
8624,O=C(O)CCc1ccccc1,unreliable prediction,Outside AD,-,-,-
8625,O=C1CCN(C2CC(O)C(CO)O2)C(=O)N1,unreliable prediction,Outside AD,-,-,-
8626,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,unreliable prediction,Outside AD,-,-,-
8627,CCOC(=O)C(CCc1ccccc1)CC1(C(=O)NC2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1,Inactive,Inside AD,-,-,-
8628,CC(=O)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,unreliable prediction,Outside AD,-,-,-
8629,COc1ccc2nc(COc3ccc(CC4SC(=O)NC4=O)cc3)n(C)c2c1,unreliable prediction,Outside AD,-,-,-
8630,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,unreliable prediction,Outside AD,-,-,-
8631,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,unreliable prediction,Outside AD,-,-,-
8632,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,unreliable prediction,Outside AD,-,-,-
8633,NC(=S)NN=Cc1ncccc1N,unreliable prediction,Outside AD,-,-,-
8634,COc1c(C=Cc2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,unreliable prediction,Outside AD,-,-,-
8635,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,Inactive,Inside AD,-,-,-
8636,[H]N=C(N)N=C(N)N,unreliable prediction,Outside AD,-,-,-
8637,O=C(O)c1ccccc1C(=O)O,unreliable prediction,Outside AD,-,-,-
8638,O=C(CCCS)NC1CCN(Cc2ccccc2)CC1,unreliable prediction,Outside AD,-,-,-
8639,C=CCN1CCC23c4c5ccc(O)c4OC2C(OCCOCCOCCOCCOCCOCCOCCOC)CCC3(O)C1C5,Inactive,Inside AD,-,-,-
8640,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,unreliable prediction,Outside AD,-,-,-
8641,CCCCc1cc2ccccc2c(OCCN(C)C)n1,unreliable prediction,Outside AD,-,-,-
8642,NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,unreliable prediction,Outside AD,-,-,-
8643,N#Cc1ccc(N2N=C3c4ccc(C(=O)O)cc4CCC3C2C2CCCC2)cc1Cl,Inactive,Inside AD,-,-,-
8644,CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,unreliable prediction,Outside AD,-,-,-
8645,COCCO,unreliable prediction,Outside AD,-,-,-
8646,[H]N=C(N)c1ccc(N=NNc2ccc(C(N)=N[H])cc2)cc1,unreliable prediction,Outside AD,-,-,-
8647,NCCS(=O)(=O)O,unreliable prediction,Outside AD,-,-,-
8648,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)(F)C(=O)C(C)C(O)C1(C)O,unreliable prediction,Outside AD,-,-,-
8649,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C3O)c2[nH]1,Inactive,Inside AD,-,-,-
8650,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,unreliable prediction,Outside AD,-,-,-
8651,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,Inactive,Inside AD,-,-,-
8652,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,unreliable prediction,Outside AD,-,-,-
8653,CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1,unreliable prediction,Outside AD,-,-,-
8654,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,unreliable prediction,Outside AD,-,-,-
8655,CN(C)c1cccc2c(S(=O)(=O)NCCCCNC(=O)CCS)cccc12,unreliable prediction,Outside AD,-,-,-
8656,CC(O)c1nnc(C2CC(NC(=O)c3cc(-c4ccccc4)no3)C2)o1,unreliable prediction,Outside AD,-,-,-
8657,NC(=O)NC(=O)Cc1ccccc1,unreliable prediction,Outside AD,-,-,-
8658,NC1C=C(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
8659,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,Inactive,Inside AD,-,-,-
8660,OCCOCCOCCOCCOCCOCCOCCO,unreliable prediction,Outside AD,-,-,-
8661,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(Cl)cc32)c1C,Inactive,Inside AD,-,-,-
8662,CCCCCCP(=O)(O)OCC,unreliable prediction,Outside AD,-,-,-
8663,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,unreliable prediction,Outside AD,-,-,-
8664,CC(C)(C)Cn1c(N)nc2ccc(-c3nc(C(C)(C)C)[nH]c3-c3ccc(F)cc3)nc21,Inactive,Inside AD,-,-,-
8665,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,Active,Inside AD,-,-,-
8666,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,Inactive,Inside AD,-,-,-
8667,CC1c2cc(O)ccc2OC(c2ccc(OCCN3CCCC3)cc2)C1c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8668,c1cn(-c2ccc(Oc3nccc(Oc4ccc5c(c4)OCO5)n3)cc2)cn1,unreliable prediction,Outside AD,-,-,-
8669,O=C(COP(=O)(O)O)C(O)C(O)C(O)COP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8670,O=C(COP(=O)(O)O)C(O)C(O)C(O)COP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8671,CCN(CC)CC(C)OC(=O)C1CCCCC1(O)C1CCCCC1,unreliable prediction,Outside AD,-,-,-
8672,CC(C)C(NC(=O)c1ccc(C(=O)N2CCOCC2)cc1)C(=O)N1CCCC1C(=O)NC(C(=O)C(F)(F)C(F)(F)F)C(C)C,unreliable prediction,Outside AD,-,-,-
8673,CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C,unreliable prediction,Outside AD,-,-,-
8674,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,unreliable prediction,Outside AD,-,-,-
8675,O=C(O)c1ccc(OCCn2ccnc2)cc1,unreliable prediction,Outside AD,-,-,-
8676,COCCNc1cc(-n2c3c(c4ccccc42)C(=O)CCC3)ccc1C(N)=O,Inactive,Inside AD,-,-,-
8677,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(N)c3)cc12,Active,Inside AD,-,-,-
8678,COc1ccc(Nc2nc(N)c(C(=O)c3ccc(OC)cc3)s2)cc1,unreliable prediction,Outside AD,-,-,-
8679,N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,unreliable prediction,Outside AD,-,-,-
8680,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,unreliable prediction,Outside AD,-,-,-
8681,NNC(=O)c1ccc(-c2ccccc2Cl)o1,unreliable prediction,Outside AD,-,-,-
8682,Nc1nc(=O)n(C2CSC(CO)O2)cc1F,unreliable prediction,Outside AD,-,-,-
8683,O=C(O)CCCCCCOc1c(Cl)cc(NC(=O)NC(=O)c2ccccc2Cl)cc1Cl,Inactive,Inside AD,-,-,-
8684,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,unreliable prediction,Outside AD,-,-,-
8685,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,unreliable prediction,Outside AD,-,-,-
8686,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8687,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,unreliable prediction,Outside AD,-,-,-
8688,Nc1nc(=O)[nH]cc1F,unreliable prediction,Outside AD,-,-,-
8689,CCc1nc(N)nc(N)c1-c1ccccc1,unreliable prediction,Outside AD,-,-,-
8690,[H]N=C(N)c1ccc2cc(C(=O)Nc3ccc4c(c3)C(C(C)C)=NCC4)ccc2c1,unreliable prediction,Outside AD,-,-,-
8691,O=C(O)c1ccc(Cl)cc1,unreliable prediction,Outside AD,-,-,-
8692,CNc1ccc(Sc2nncn2C)cc1C(=O)Nc1nc(C)cs1,unreliable prediction,Outside AD,-,-,-
8693,O=C1CCc2cccc3c2N1CC3,unreliable prediction,Outside AD,-,-,-
8694,[H]N=C(N)NC1CC(C(=O)O)C(O)C1C(NC(C)=O)C(CC)CC,unreliable prediction,Outside AD,-,-,-
8695,CCOCCC1(Oc2ccc(Oc3ccc(F)cc3)cc2)C(=O)NC(=O)NC1=O,unreliable prediction,Outside AD,-,-,-
8696,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C#N,unreliable prediction,Outside AD,-,-,-
8697,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,unreliable prediction,Outside AD,-,-,-
8698,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1C=CC(=O)N(Cc1ccc2[nH]c(N)nc(=O)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Inactive,Inside AD,-,-,-
8699,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,unreliable prediction,Outside AD,-,-,-
8700,O=C(C1CCCN1)N1CCCC1B(O)O,unreliable prediction,Outside AD,-,-,-
8701,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,unreliable prediction,Outside AD,-,-,-
8702,[H]N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,unreliable prediction,Outside AD,-,-,-
8703,[H]N=C(N=C(N)N)NCCCC,unreliable prediction,Outside AD,-,-,-
8704,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,unreliable prediction,Outside AD,-,-,-
8705,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,Active,Inside AD,-,-,-
8706,c1cn2cc(-c3ccc4c[nH]nc4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,Inactive,Inside AD,-,-,-
8707,CON=C(N)c1ccc(CNC(=O)C2CCN2C(=O)C(O)c2cc(Cl)cc(OC(F)F)c2)cc1,Inactive,Inside AD,-,-,-
8708,C=CC(C)CCCC(C)(C)O,unreliable prediction,Outside AD,-,-,-
8709,NC(N)=O,unreliable prediction,Outside AD,-,-,-
8710,[H]N=C(N)SC(C)C,unreliable prediction,Outside AD,-,-,-
8711,CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1cccc(OC)c1C3=O,Inactive,Inside AD,-,-,-
8712,ClC=C(Cl)Cl,unreliable prediction,Outside AD,-,-,-
8713,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,Inactive,Inside AD,-,-,-
8714,NC(CO)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O,unreliable prediction,Outside AD,-,-,-
8715,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,unreliable prediction,Outside AD,-,-,-
8716,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,unreliable prediction,Outside AD,-,-,-
8717,O=C(O)CCCCCCCCCCOC(=O)S,unreliable prediction,Outside AD,-,-,-
8718,Cc1cc(N)c(N)cc1C,unreliable prediction,Outside AD,-,-,-
8719,COc1ccc(S(=O)(=O)NC(C)C(=O)O)cc1,unreliable prediction,Outside AD,-,-,-
8720,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)C(N)Cc2cnc[nH]2)C(O)C1O,Inactive,Inside AD,-,-,-
8721,COCCOC,unreliable prediction,Outside AD,-,-,-
8722,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,unreliable prediction,Outside AD,-,-,-
8723,Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,Inactive,Inside AD,-,-,-
8724,CC(=O)Nc1ccc(OC(=O)CCCO[N+](=O)[O-])cc1,unreliable prediction,Outside AD,-,-,-
8725,Cc1ccc(C2OC(CO)C(O)C(O)C2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,unreliable prediction,Outside AD,-,-,-
8726,CC(=O)N1CCN(NC(=O)c2ccc(F)cc2)CC1,unreliable prediction,Outside AD,-,-,-
8727,O=C(O)CCCCCC(=O)CCC(=O)O,unreliable prediction,Outside AD,-,-,-
8728,CC1CNCCc2ccc(Cl)cc21,unreliable prediction,Outside AD,-,-,-
8729,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,Inactive,Inside AD,-,-,-
8730,O=C1CN2C(=O)CCC2N1,unreliable prediction,Outside AD,-,-,-
8731,Cc1nc(C)c(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,Inactive,Inside AD,-,-,-
8732,Cn1c(C(=O)NCCO)c(Br)c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,Inactive,Inside AD,-,-,-
8733,CN(C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Inactive,Inside AD,-,-,-
8734,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Inactive,Inside AD,-,-,-
8735,O=C(O)c1ccc(-c2ccccc2[N+](=O)[O-])o1,unreliable prediction,Outside AD,-,-,-
8736,[H]N=C(N)Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,unreliable prediction,Outside AD,-,-,-
8737,[H]N=C(N)c1ccc(C(=O)NCCCNC(=O)C2CCCN2S(=O)(=O)c2ccc(Cl)c(COc3cccc4c(C)cc(C)nc34)c2Cl)cc1,Inactive,Inside AD,-,-,-
8738,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,unreliable prediction,Outside AD,-,-,-
8739,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,unreliable prediction,Outside AD,-,-,-
8740,NC(CS)C(=O)O,unreliable prediction,Outside AD,-,-,-
8741,NC(CS)C(=O)O,unreliable prediction,Outside AD,-,-,-
8742,CN(C(=O)c1cc2ccccc2cc1C(=O)C(c1cccc2ccccc12)P(=O)(O)O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,Inactive,Inside AD,-,-,-
8743,CC1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,unreliable prediction,Outside AD,-,-,-
8744,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,see experimental value,-,4.8450003,0.0071,CHEMBL1487
8745,C=Cc1nc2c(N)ncnc2n1C1OC(CN(C)CCCCON)C(O)C1O,Inactive,Inside AD,-,-,-
8746,CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,unreliable prediction,Outside AD,-,-,-
8747,Cc1cn(C2CC(O)C(CN3CCCC3)O2)c(=O)[nH]c1=O,unreliable prediction,Outside AD,-,-,-
8748,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,Inactive,Inside AD,-,-,-
8749,CC(C)(C)N=C(NC#N)Nc1cccc(C(=CCCCC(=O)O)c2cccnc2)c1,unreliable prediction,Outside AD,-,-,-
8750,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,Inactive,Inside AD,-,-,-
8751,O=C(O)CP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8752,CSCCC(NC(C)=O)C(=O)O,unreliable prediction,Outside AD,-,-,-
8753,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,Inactive,Inside AD,-,-,-
8754,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1,unreliable prediction,Outside AD,-,-,-
8755,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,Inactive,Inside AD,-,-,-
8756,C#CCOC1CN2CCC1CC2,unreliable prediction,Outside AD,-,-,-
8757,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,Inactive,Inside AD,-,-,-
8758,CCC(C)c1cc(C(=O)NC2CNCCCC2OC(=O)c2ccc(C(=O)c3cc(OC)ccc3O)cc2)ccc1O,Inactive,Inside AD,-,-,-
8759,Nc1nc(N)c2c(OCC3CCN(Cc4cccc(Cl)c4Cl)CC3)cccc2n1,Inactive,Inside AD,-,-,-
8760,O=C(O)c1ccc2nc(-c3c(Cl)cccc3Cl)oc2c1,unreliable prediction,Outside AD,-,-,-
8761,NC(CS(=O)(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
8762,NS(=O)(=O)c1ccc2c(c1)CCC2,unreliable prediction,Outside AD,-,-,-
8763,CNC(C)CCC=C(C)C,unreliable prediction,Outside AD,-,-,-
8764,CCC(C)C(N)C(=O)NS(=O)(=O)NCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Inactive,Inside AD,-,-,-
8765,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,unreliable prediction,Outside AD,-,-,-
8766,O=C(O)CCCCP(=O)(O)Oc1ccc([N+](=O)[O-])cc1,unreliable prediction,Outside AD,-,-,-
8767,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,unreliable prediction,Outside AD,-,-,-
8768,Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1,Inactive,Inside AD,-,-,-
8769,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1,unreliable prediction,Outside AD,-,-,-
8770,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5CC(CO)OC5=O)cc4F)CC3)c(F)cc2c1=O,Inactive,Inside AD,-,-,-
8771,C=CCN(C(=O)c1cc(Cl)cc(OCCCON=C(N)N)c1)C1CCCC1,Inactive,Inside AD,-,-,-
8772,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8773,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,unreliable prediction,Outside AD,-,-,-
8774,Cc1cc(F)ccc1C1CC(N2CCN3C(=O)CCC3C2)CCN1C(=O)N(C)C(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,unreliable prediction,Outside AD,-,-,-
8775,CCCCCCCCCCCCCCCC(=O)OCC(O)C(O)C(O)=C(O)C(=O)O,unreliable prediction,Outside AD,-,-,-
8776,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,unreliable prediction,Outside AD,-,-,-
8777,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,unreliable prediction,Outside AD,-,-,-
8778,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,unreliable prediction,Outside AD,-,-,-
8779,[H]N=C(N)NCCCC(NC(=O)C(CCCNC(N)=N[H])NC(=O)C(CCC(N)=O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)N=C(C)C(CCC(=O)O)NC(C)=O)C(N)=O,unreliable prediction,Outside AD,-,-,-
8780,CCN(CC)C(C)C(=O)c1ccccc1,unreliable prediction,Outside AD,-,-,-
8781,CN(C)CCCCC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
8782,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,unreliable prediction,Outside AD,-,-,-
8783,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,Inactive,Inside AD,-,-,-
8784,CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,unreliable prediction,Outside AD,-,-,-
8785,OCCCCCCO,unreliable prediction,Outside AD,-,-,-
8786,CN1Cc2c(N)cccc2C(c2ccccc2)C1,unreliable prediction,Outside AD,-,-,-
8787,NC(CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,unreliable prediction,Outside AD,-,-,-
8788,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1,unreliable prediction,Outside AD,-,-,-
8789,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Inactive,Inside AD,-,-,-
8790,O=C(NOCC(O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,unreliable prediction,Outside AD,-,-,-
8791,CC(Cc1ccccc1)NCCCCl,unreliable prediction,Outside AD,-,-,-
8792,CC1OC(c2ccccc2O)=NC1C(O)C(O)C(=O)NC(CO)CO,unreliable prediction,Outside AD,-,-,-
8793,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1,unreliable prediction,Outside AD,-,-,-
8794,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1N,unreliable prediction,Outside AD,-,-,-
8795,Nc1nc2ncn(CCNC(CO)CO)c2c(=O)[nH]1,unreliable prediction,Outside AD,-,-,-
8796,CC(C)(C)NCC(O)COc1cc(Cl)ccc1Cl,unreliable prediction,Outside AD,-,-,-
8797,CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,Inactive,Inside AD,-,-,-
8798,CS(=O)(=O)Nc1cccc2cccnc12,unreliable prediction,Outside AD,-,-,-
8799,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(N)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O,unreliable prediction,Outside AD,-,-,-
8800,COc1ccc(-c2cc(=O)c3c(OCCO)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,Inactive,Inside AD,-,-,-
8801,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,Inactive,Inside AD,-,-,-
8802,NC(CCC(=O)NC(CSCc1ccccc1)C(=O)NCC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
8803,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1,Inactive,Inside AD,-,-,-
8804,Brc1c(NC2=NCCN2)ccc2nccnc12,unreliable prediction,Outside AD,-,-,-
8805,O=C(NC1CNCCCC1OC(=O)c1cc(O)c(C(=O)c2c(O)cccc2C(=O)O)c(O)c1)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
8806,C#CC1CCC(CN)N1C(=O)C(N)C1CCCC1,unreliable prediction,Outside AD,-,-,-
8807,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1,unreliable prediction,Outside AD,-,-,-
8808,CNC1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)CC1OC,Inactive,Inside AD,-,-,-
8809,CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,Inactive,Inside AD,-,-,-
8810,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,unreliable prediction,Outside AD,-,-,-
8811,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,unreliable prediction,Outside AD,-,-,-
8812,O=c1ccn(C2CC(O)C(COP(=O)(O)NP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,unreliable prediction,Outside AD,-,-,-
8813,N#CN,unreliable prediction,Outside AD,-,-,-
8814,CNC1C(OC2OC(CO)C(N)C(O)C2O)OC2CC(N)C(OC3C(N)CC(N)C(O)C3O)OC2C1O,unreliable prediction,Outside AD,-,-,-
8815,Cn1cc(-c2cc3cccnc3[nH]2)c2cc(C(=O)NC(C)(C)CO)ccc21,Inactive,Inside AD,-,-,-
8816,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,unreliable prediction,Outside AD,-,-,-
8817,CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,unreliable prediction,Outside AD,-,-,-
8818,CN(C)CCOC(=O)COc1ccc(Cl)cc1,unreliable prediction,Outside AD,-,-,-
8819,N#Cc1ccc(-c2ccc(OCCC(=O)NO)cc2)cc1,unreliable prediction,Outside AD,-,-,-
8820,[H]N=C(N=C(N)N)N(C)C,unreliable prediction,Outside AD,-,-,-
8821,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,Inactive,Inside AD,-,-,-
8822,COc1cc(-c2c(C)cccc2C)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1,unreliable prediction,Outside AD,-,-,-
8823,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(C)(O)C1OC(=O)C(C)C)Oc1ccccc1,Inactive,Inside AD,-,-,-
8824,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,Inactive,Inside AD,-,-,-
8825,[H]N=C(N)c1cccc(CC(NC(=O)CNS(=O)(=O)c2ccc(C)cc2)C(=O)OC)c1,unreliable prediction,Outside AD,-,-,-
8826,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,unreliable prediction,Outside AD,-,-,-
8827,O=P(O)(O)CNCC(O)C(O)C(O)C(O)COP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
8828,CCNC(C)Cc1ccccc1,unreliable prediction,Outside AD,-,-,-
8829,O=C(NCCOP(=O)(O)O)c1ccc(OC(F)(F)F)cc1,Inactive,Inside AD,-,-,-
8830,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,unreliable prediction,Outside AD,-,-,-
8831,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,see experimental value,-,7.34,0.5886,CHEMBL1213492
8832,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CC1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,Inactive,Inside AD,-,-,-
