No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
6839;CC(=O)Cc1cc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)cc1C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
6840;NC(COc1cncc(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6841;O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6842;NC(Cc1cnc[nH]1)C1=NC(C=C2C=CC(=O)C=C2)C(=O)N1CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6843;Oc1cc2cc[nH]c2cc1O;unreliable prediction;Outside AD;-0;-0;-0;
6844;CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
6845;CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6846;N#[N+][N-]CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1;unreliable prediction;Outside AD;-0;-0;-0;
6847;CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1;unreliable prediction;Outside AD;-0;-0;-0;
6848;COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
6849;CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6850;CCOc1cc(-c2nncn2C)ccc1Nc1ncc2cc(C)nc(NCC(C)(C)C)c2n1;unreliable prediction;Outside AD;-0;-0;-0;
6851;CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1;unreliable prediction;Outside AD;-0;-0;-0;
6852;O=C(Nc1ccc(C(O)CO)cc1)c1cc2cc(Cl)ccc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6853;CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(C)c1;unreliable prediction;Outside AD;-0;-0;-0;
6854;CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6855;CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6856;CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6857;COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6858;CC12CCC(O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O;unreliable prediction;Outside AD;-0;-0;-0;
6859;CCCCCCCCCCCCCCCCCCCC(=O)NC1CCC2(C)C(C1)CC(O)C1C2CC(O)C2(C)C(C(C)CCC(=O)O)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
6860;CCCc1ccc(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cc1C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
6861;O=C(O)C(=O)Nc1ccc(I)cc1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6862;O=S(=O)(c1ccc2c(c1)OCCO2)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6863;CNC(C)Cc1ccc2c(c1)OCO2;unreliable prediction;Outside AD;-0;-0;-0;
6864;CC1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6865;CC1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6866;CC1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6867;CC1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6868;CC1OC(O)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6869;O=C(O)C=Cc1ccc(Cn2ccnc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6870;O=C(O)c1ccc(B(O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6871;CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O;unreliable prediction;Outside AD;-0;-0;-0;
6872;Cc1ccc(-c2cccc(C(=O)N3CCCC(C)(C)C3)n2)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
6873;CCC1(CC)C(=O)NCC(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6874;CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6875;CCN1C(=O)OC(C)(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6876;C#CC1(O)C=CC2C3CCC4=CC(=O)CCC4C3CCC21CC;unreliable prediction;Outside AD;-0;-0;-0;
6877;CCC(O)CC(O)c1c(CC(=O)OC)cc2c(c1O)C(=O)c1c(O)cccc1C2=O;unreliable prediction;Outside AD;-0;-0;-0;
6878;Brc1cccc(-c2cc(NCc3ccncc3)n3ncnc3n2)c1;unreliable prediction;Outside AD;-0;-0;-0;
6879;c1ccc2[nH]ccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
6880;CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cc[n+](O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6881;CCCn1c(=O)[nH]c(=O)c2[nH]cnc21;unreliable prediction;Outside AD;-0;-0;-0;
6882;Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O;unreliable prediction;Outside AD;-0;-0;-0;
6883;CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6884;O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6885;O=C(Cc1cccs1)N1CCC(c2nc(-c3cccs3)no2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6886;OCCCCCCCCNCO;unreliable prediction;Outside AD;-0;-0;-0;
6887;CC(C)CC(NC(=O)C(NC(=O)c1cccc(-c2ccccc2)n1)C(C)O)B(O)O;unreliable prediction;Outside AD;-0;-0;-0;
6888;[H]N=C(N)c1ccc2nc(-c3cc(C(CC(=O)O)C(=O)O)cc(Br)c3O)[nH]c2c1;unreliable prediction;Outside AD;-0;-0;-0;
6889;CC1CCC(C(C)C)C(OC(=O)c2ccccc2O)C1;unreliable prediction;Outside AD;-0;-0;-0;
6890;Cc1csc(NC(=O)c2nc(Sc3nncn3C)ccc2Sc2ccc(F)cc2)n1;unreliable prediction;Outside AD;-0;-0;-0;
6891;CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6892;NCC1(c2ccccc2)CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
6893;CC(F)(F)c1cc(F)ccc1-c1sc2cc(O)ccc2c1Oc1ccc(C=CC(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6894;Cc1ncnc2c1ncn2C1CC(O)C(CO)O1;unreliable prediction;Outside AD;-0;-0;-0;
6895;CC(=O)N(CCCCNCCCn1c(=O)[nH]c2ccccc2c1=O)CCCn1c(=O)[nH]c2ccccc2c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6896;O=C(O)CCCO;unreliable prediction;Outside AD;-0;-0;-0;
6897;O=C(O)c1cc(-c2ccc(Cl)cc2Cl)ccc1O;unreliable prediction;Outside AD;-0;-0;-0;
6898;CC(O)C(O)C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
6899;CC(O)C(O)C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
6900;NCCCCCCCNC(N)N;unreliable prediction;Outside AD;-0;-0;-0;
6901;CC(=O)NS(=O)(=O)c1ccc(N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6902;NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6903;NC(=O)c1c[se]c(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)n1;unreliable prediction;Outside AD;-0;-0;-0;
6904;NC(=O)OCC(O)COc1ccc(Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6905;Oc1c(Br)cc(-c2ccccc2)cc1Br;unreliable prediction;Outside AD;-0;-0;-0;
6906;Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6907;O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6908;CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
6909;NC(=O)c1ccccc1O;unreliable prediction;Outside AD;-0;-0;-0;
6910;CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6911;NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12;unreliable prediction;Outside AD;-0;-0;-0;
6912;Cc1c(N)cccc1F;unreliable prediction;Outside AD;-0;-0;-0;
6913;CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6914;CC(=O)OC12COC1CC(O)C1(C)C(=O)C(OC(=O)C3CCCC3)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)C)c4cccs4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6915;OB(O)c1ccc(-c2ccc(B(O)O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6916;Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1nnc2ccccn12;unreliable prediction;Outside AD;-0;-0;-0;
6917;CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
6918;CCCCCCCCCCCC(=O)NC(CCCC)COP(=O)(O)OCCO;unreliable prediction;Outside AD;-0;-0;-0;
6919;O=P(O)(O)C(NCc1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6920;COCCOCCOCCOCCOCCO;unreliable prediction;Outside AD;-0;-0;-0;
6921;CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
6922;Cc1cc(CCCOc2c(C)cc(-c3coc(C)n3)cc2C)on1;unreliable prediction;Outside AD;-0;-0;-0;
6923;C1CCN2CC3CC(CN4CCCCC34)C2C1;unreliable prediction;Outside AD;-0;-0;-0;
6924;C1CCN2CC3CC(CN4CCCCC34)C2C1;unreliable prediction;Outside AD;-0;-0;-0;
6925;CC(O)C(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C;unreliable prediction;Outside AD;-0;-0;-0;
6926;CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6927;CCC(C)(CC)OC(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
6928;O=C(O)C1=CC(=O)C(O)C(O)C1;unreliable prediction;Outside AD;-0;-0;-0;
6929;NCCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6930;Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C;unreliable prediction;Outside AD;-0;-0;-0;
6931;COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12;unreliable prediction;Outside AD;-0;-0;-0;
6932;O=c1oc2cc(O)ccc2s1;unreliable prediction;Outside AD;-0;-0;-0;
6933;Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6934;CC(O)C(CCc1cccc2nc(-c3ccc(Cl)cc3)oc12)n1cnc(C(N)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6935;Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6936;Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12;unreliable prediction;Outside AD;-0;-0;-0;
6937;Nc1ccc(CC(=O)OCCBr)c(C=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6938;CC1(C)SC(C(C=O)NC(=O)C(N)c2ccc(O)cc2)NC1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6939;O=C(O)CCC(CCc1ccccc1)NC(=O)CCCCCCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6940;CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6941;O=C(NC1CCNCC1)C1CCC2CN1C(=O)N2OS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6942;Nc1ncnc2c1ncn2C1OC2COP(O)(=S)OC2C1O;unreliable prediction;Outside AD;-0;-0;-0;
6943;O=C(NO)c1ccc(C(=O)N2CCn3c(-c4ccccc4)cnc3C2)s1;unreliable prediction;Outside AD;-0;-0;-0;
6944;CCN1CCN(C(=O)NC(C(=O)NC2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC32)C(C)O)C(=O)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6945;CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1;unreliable prediction;Outside AD;-0;-0;-0;
6946;CC(O)C(N)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6947;CC(O)C(NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)N1)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
6948;COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21;unreliable prediction;Outside AD;-0;-0;-0;
6949;CCCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6950;NC1CC(O)C(CO)OC1O;unreliable prediction;Outside AD;-0;-0;-0;
6951;[H]N=C(N)NCCCC(NC(C)=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6952;O=[N+]([O-])OCC(O[N+](=O)[O-])C(CO[N+](=O)[O-])O[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
6953;CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1;unreliable prediction;Outside AD;-0;-0;-0;
6954;Oc1cccc(-c2ccccc2Cl)c1O;unreliable prediction;Outside AD;-0;-0;-0;
6955;COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1;Inactive;Inside AD;-0;-0;-0;
6956;Ic1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6957;CN1CCCC1c1cccnc1;unreliable prediction;Outside AD;-0;-0;-0;
6958;O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
6959;CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
6960;NCCCS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6961;NC(Cc1c[nH]c2ncccc12)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6962;CC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
6963;Oc1ccc(-c2cc3cc(O)ccc3o2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6964;O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCOC2;unreliable prediction;Outside AD;-0;-0;-0;
6965;CC(C)(CO)C(O)C(=O)NCCCO;unreliable prediction;Outside AD;-0;-0;-0;
6966;CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1;unreliable prediction;Outside AD;-0;-0;-0;
6967;Nc1ccn(C2(O)OC(CO)C(O)C2O)c(=S)n1;unreliable prediction;Outside AD;-0;-0;-0;
6968;O=C(CN1C(Cl)CN=C(NCCc2ccccn2)C1O)NCc1csc2ccc(Cl)cc12;unreliable prediction;Outside AD;-0;-0;-0;
6969;COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
6970;CC1CN(c2ccc([N+](=O)[O-])cc2)CCN1S(=O)(=O)c1ccc(C(C)(C)C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6971;N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6972;O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
6973;O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1C3CCC(C3)OC1C2;unreliable prediction;Outside AD;-0;-0;-0;
6974;CNCC(O)c1cccc(O)c1;unreliable prediction;Outside AD;-0;-0;-0;
6975;CC(C)CC(N)CN1CCCN2CCCC21;unreliable prediction;Outside AD;-0;-0;-0;
6976;CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1N1CCNCC1;unreliable prediction;Outside AD;-0;-0;-0;
6977;O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO;unreliable prediction;Outside AD;-0;-0;-0;
6978;CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
6979;NC1Cn2c(nc3cnccc32)CC1c1cc(F)c(F)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
6980;NC(=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6981;CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1;unreliable prediction;Outside AD;-0;-0;-0;
6982;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;unreliable prediction;Outside AD;-0;-0;-0;
6983;CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1;unreliable prediction;Outside AD;-0;-0;-0;
6984;CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6985;CC(N)C1=NC(C)C(=O)N1CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
6986;Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O;unreliable prediction;Outside AD;-0;-0;-0;
6987;O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6988;COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
6989;O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6990;CC(=O)NC(Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(=O)NC1CCCCc2cc(OCC3CCCCC3)c(C(N)=O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
6991;Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
6992;Cc1ccc(CCc2c3[nH]cnc3cc3c(=O)nc(N)[nH]c23)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6993;CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1;unreliable prediction;Outside AD;-0;-0;-0;
6994;O=C1N(Cc2ccccc2)C(COc2ccccc2)C(O)C(O)C(COc2ccccc2)N1Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
6995;CC(c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)C(N)C(=O)N1CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
6996;CC(=O)c1ccc(N2CC(C(=O)O)CC2=O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
6997;CC12CCC3C(CC=C4CC(=O)CCC43C)C1CCC2=O;unreliable prediction;Outside AD;-0;-0;-0;
6998;COC(=O)N1CCC(CC#Cc2nc(N)c3ncn(C4OC(C(=O)NC5CC5)C(O)C4O)c3n2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
6999;Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
7000;O=C(NC1CNCCCC1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7001;Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1;unreliable prediction;Outside AD;-0;-0;-0;
7002;COc1cc(Nc2nccc(Nc3ccc4c(C)[nH]nc4c3)n2)cc(OC)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
7003;COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)C)=C(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
7004;Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)[nH]n1;unreliable prediction;Outside AD;-0;-0;-0;
7005;CC(O)C(O)C(O)C(F)C=O;unreliable prediction;Outside AD;-0;-0;-0;
7006;CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7007;CCC(CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1;unreliable prediction;Outside AD;-0;-0;-0;
7008;CCNCC(O)c1cccc(O)c1;unreliable prediction;Outside AD;-0;-0;-0;
7009;CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
7010;CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
7011;O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1;unreliable prediction;Outside AD;-0;-0;-0;
7012;CC1OC(C)OC(C)O1;unreliable prediction;Outside AD;-0;-0;-0;
7013;CC1CCC(O)C1NC(=O)C(Cc1ccccc1)CC(O)CN1CCN(C(=O)c2cnc(N3CCN(C)CC3)c(Cl)n2)CC1C(=O)NC(C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
7014;O=C(O)CCNC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7015;CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1C;unreliable prediction;Outside AD;-0;-0;-0;
7016;OC1COC(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
7017;OC1COC(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
7018;OC1COC(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
7019;CC(C)C(CC(O)C(N)CC1CCCCC1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
7020;O=P(O)(O)C(F)(F)c1ccc(CCCCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7021;O=c1ccc2ccc(F)c3c2n1CC3CN1CCC(NCc2cc3c(nn2)OCCO3)CC1;unreliable prediction;Outside AD;-0;-0;-0;
7022;Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2;unreliable prediction;Outside AD;-0;-0;-0;
7023;Cc1cccc2c1NC(=O)C(NC(=O)C(CCC(F)(F)F)C(CCC(F)(F)F)C(N)=O)N=C2c1cccc(F)c1;unreliable prediction;Outside AD;-0;-0;-0;
7024;O=C1NC(=O)C(=Cc2ccc3c(c2)OC(F)(F)O3)S1;unreliable prediction;Outside AD;-0;-0;-0;
7025;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
7026;CS(=O)(=O)Nc1ccc(C(=O)O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7027;CC(C)(C)C(=O)NCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
7028;NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1;unreliable prediction;Outside AD;-0;-0;-0;
7029;NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
7030;NC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
7031;CSCC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)O1;unreliable prediction;Outside AD;-0;-0;-0;
7032;CCc1nc(N)nc(N)c1-c1ccc(NCc2cc(F)cc(F)c2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7033;c1ccc(-c2cc(-c3cc[nH]n3)on2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7034;CC(=O)Nc1ccc(C=NNC(N)=S)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7035;COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21;unreliable prediction;Outside AD;-0;-0;-0;
7036;CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
7037;CCc1cccc2cc(C(O)CNC(C)(C)C)oc12;unreliable prediction;Outside AD;-0;-0;-0;
7038;CC(O)(COc1ccc(Cl)c(F)c1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1;unreliable prediction;Outside AD;-0;-0;-0;
7039;CCCCCCCCCCCCCCCCS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
7040;O=C(Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1)c1cccs1;unreliable prediction;Outside AD;-0;-0;-0;
7041;CCN(CC)C(=O)CSc1ccc(Cl)nn1;unreliable prediction;Outside AD;-0;-0;-0;
7042;Nc1ccc2c3c(cccc13)C(=O)NC2=O;unreliable prediction;Outside AD;-0;-0;-0;
7043;COc1cc(O)c2c(c1)C1OC1CC(O)C(O)C(=O)C=CCC(C)OC2=O;unreliable prediction;Outside AD;-0;-0;-0;
7044;CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
7045;CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CC=C(CO)CC21;unreliable prediction;Outside AD;-0;-0;-0;
